id,gasmetallicity,gasmetallicityhalfrad,mass,halfmassrad,mass_gas,halfmassrad_gas,mass_dm,halfmassrad_dm,mass_stars,halfmassrad_stars,sfr,sfrinhalfrad,spin_x,spin_y,spin_z,starrmetallicity,starmetallicityhalfrad
291998,0.0488134,0.0519269,356.445,145.453,1.31389,182.633,346.765,148.557,8.35338,8.5033,0.354663,0.346825,-4770.45,-1729.4,3238.69,0.0250733,0.0279704
334019,0.0393857,0.0492817,315.064,115.554,1.8566,65.6388,304.84,118.606,8.34865,6.8841,0.369319,0.277907,1246.97,-1672.93,-1690.58,0.0235267,0.0261946
332327,0.0428557,0.0582141,293.019,129.595,4.37913,40.4518,280.293,134.272,8.34009,8.1209,3.61872,1.3234,909.796,871.03,3213.61,0.0278831,0.0291908
127230,0.0780018,0.0835162,42.5063,16.0113,0.182718,5.029,33.9781,20.3818,8.3396,6.1766,0.246075,0.241957,49.411,-185.399,-101.346,0.0319958,0.0358757
315318,0.0348106,0.0449418,255.963,103.343,1.12579,58.7215,246.492,108.432,8.33498,5.4164,0.294012,0.200535,1762.04,-2691.96,-3527.88,0.0266988,0.0303092
317943,0.0404526,0.050449,213.526,110.549,5.43613,35.9736,199.776,118.257,8.30886,7.0359,9.14649,5.5507,-5664.6,3990.56,2387.77,0.0291836,0.0318261
362540,0.0301314,0.0456923,202.571,87.4966,5.58759,24.2704,188.68,93.3357,8.29691,12.6578,4.46454,1.03295,760.834,-3251.96,-842.838,0.0225921,0.0241051
380894,0.0274947,0.0359677,132.885,60.49,8.68553,38.5285,115.902,69.1142,8.29402,10.6685,7.31623,0.347643,-300.421,1237.87,-1261.83,0.0250621,0.0242968
231880,0.0498555,0.0536073,72.0193,24.3495,0.088276,12.929,63.6421,27.5797,8.27978,4.6108,0.119503,0.119503,260.294,-78.5522,468.185,0.0299237,0.0341241
389986,0.0379905,0.0455372,114.273,51.5059,5.71334,37.9875,100.281,58.3522,8.27692,6.2723,7.96388,2.95516,-38.4469,806.681,-1127.97,0.0309973,0.0312543
276190,0.0507071,0.0553317,114.854,56.3545,0.812788,21.6812,105.764,60.3147,8.27282,8.5579,0.79018,0.74455,2217.61,2392.96,-469.836,0.0273683,0.0305433
364274,0.029614,0.0358398,213.71,86.166,2.37332,35.6208,203.065,90.1304,8.26141,8.2344,0.21685,0.1681,3891.01,-2720.73,-659.349,0.0237673,0.0260411
104805,0,0,90.7597,34.3348,0.006536,36.2013,82.4798,36.9573,8.2378,5.5737,0,0,975.731,617.573,-198.637,0.0240169,0.0267004
370585,0.0516319,0.0568726,165.658,74.0973,0.056883,245.957,157.362,79.9717,8.2253,4.5571,0,0,-255.728,294.081,-783.361,0.0326447,0.0378449
256888,0.049929,0.0594059,60.0358,25.5069,1.32777,10.1036,50.4906,30.2318,8.21475,9.8455,2.84352,2.17397,-417.95,-450.62,546.188,0.0263105,0.0278486
328956,0.0243664,0.0265046,353.054,119.417,0.664017,139.931,344.129,123.438,8.20237,5.7629,0.163975,0.163975,951.76,2349.22,-171.168,0.020906,0.0232756
349346,0.02748,0.0322701,272.516,100.101,0.508742,143.751,263.774,104.573,8.19832,6.3938,0.123324,0.123324,1259.52,-1464.08,689.175,0.0225435,0.0247498
304742,0.0283134,0.0297793,493.582,139.208,2.92923,140.214,482.424,142.023,8.19813,9.3908,0.198228,0.153936,987.341,1192.15,2290.62,0.0197716,0.02162
383095,0.0658956,0.0849064,139.252,62.9515,1.12999,42.9939,129.923,69.2167,8.18918,5.644,0.378701,0.26528,-828.287,658.201,806.009,0.0295756,0.0328216
345268,0.0362904,0.0497675,152.536,84.0271,9.10627,67.446,135.262,92.1107,8.16574,8.4311,5.50625,0.521948,4499.1,1818.72,22.0283,0.0269241,0.0261262
293192,0.0451532,0.0514278,129.744,53.1177,1.5682,11.9329,120.024,58.3814,8.14682,8.0739,3.21709,2.69093,1635.88,1095.52,1921.7,0.0275934,0.0298928
360773,0.0470926,0.0584877,213.275,92.5366,1.967,73.4486,203.158,97.9525,8.13693,7.1234,0.61765,0.31443,512.529,1383.53,-37.5234,0.0253159,0.0270637
372133,0.0260217,0.0282474,184.814,75.3871,0.263304,22.0191,176.419,80.6615,8.11398,4.9731,0.0667186,0.0667186,689.949,579.26,574.025,0.0266618,0.0295405
311140,0.0331089,0.0364907,323.859,136.181,4.23802,102.325,311.51,139.63,8.09919,6.7448,7.07194,6.39232,-2383.26,-1608.05,576.707,0.0264417,0.0295026
395537,0.0303859,0.0371623,91.7031,47.4149,5.9986,36.9492,77.6119,57.4809,8.09258,8.1637,5.22916,2.88772,-1465.83,656.678,1003.56,0.0291895,0.0292256
267947,0.0313807,0.0455539,129.674,58.7806,7.36617,20.1702,114.214,66.1651,8.0896,7.4424,11.3947,4.04302,-458.978,-1130.6,1895.01,0.0258352,0.0295698
248239,0.0376895,0.0496592,133.801,52.4151,0.621358,9.7595,125.088,55.6342,8.08255,6.3724,0.480587,0.418137,324.032,-265.066,-1285.39,0.0257327,0.0289853
349621,0.0282366,0.0319845,200.767,95.3756,1.6925,43.4715,190.988,100.377,8.07678,6.861,1.61733,1.36712,1337.74,-378.356,2079,0.0278172,0.0314899
358362,0.0525869,0.077181,134.374,68.5485,1.80432,12.0923,124.493,75.7678,8.07316,5.951,2.95276,0.640709,-152.21,830.081,948.29,0.0295477,0.0329054
214814,0.0516515,0.0717412,117.565,60.0952,1.71782,23.7986,107.779,66.7716,8.06513,5.4616,2.47766,1.52065,-345.794,1383.47,596.163,0.0315801,0.034391
199144,0.0519487,0.0603942,20.1307,10.1849,0.690911,8.3971,11.3967,12.5095,8.03408,7.2434,1.95423,1.95178,203.275,285.693,-365.851,0.031166,0.0368435
152865,0.0358319,0.0449445,186.447,73.4187,1.86136,20.2838,176.541,78.3473,8.03251,7.1628,0.587646,0.260743,-1357.9,-1179.19,-678.519,0.0247401,0.0278948
326930,0.0807025,0.0824956,31.9703,11.1058,0.006253,3.0282,23.9349,14.1506,8.02229,4.9127,0,0,189.647,201.454,-193.476,0.0321343,0.0374468
41105,0,0,19.6992,6.4776,0,0,11.7005,9.7345,7.99869,3.726,0,0,180.495,20.0381,-16.2332,0.0300904,0.0329539
390300,0.0282598,0.0358884,108.917,52.7011,6.28606,23.4437,94.6345,61.8799,7.99348,7.8207,14.6723,11.5763,387.794,-335.312,1270.07,0.0278415,0.0298244
264499,0.0381295,0.0406239,127.49,60.4573,0.582972,36.0154,118.894,65.8004,7.99263,5.6257,0.105607,0.100403,345.312,-291.834,-1438.39,0.0265559,0.0303344
339439,0.0345391,0.0436172,229.173,116.095,3.98507,46.4995,217.191,121.561,7.99125,8.7039,4.63386,3.36561,360.67,2989.28,-2703.46,0.0251384,0.0271876
273067,0.0359162,0.047568,426.999,144.71,6.69836,43.1517,412.334,147.772,7.96637,10.0015,5.28494,4.68291,2748.32,-1640.06,577.051,0.0269168,0.0284613
290749,0.0443789,0.0512423,445.241,158.676,4.1624,182.14,433.115,160.816,7.95627,10.3947,2.85018,2.84644,1309.76,-2621.55,6836.37,0.0243843,0.0273865
73669,0.0591659,0.0693122,101.619,50.489,0.446664,7.4034,93.213,56.3249,7.94987,5.7193,0.570074,0.505024,-603.178,77.9846,-14.4207,0.0301769,0.0349004
334170,0.0544023,0.0589876,250.642,94.3295,0.279524,26.5397,242.415,97.7506,7.9333,4.9543,0.2936,0.2936,-544.864,284.533,-797.427,0.0265085,0.0295667
240776,0.0478228,0.0635824,80.4412,27.2859,2.47105,18.5907,70.0338,30.6585,7.92718,8.5062,2.15951,1.49977,-481.229,1246.58,1697.26,0.0251676,0.0277963
204398,0.0705167,0.0754097,41.0712,16.199,0.08617,3.0522,33.0509,19.0311,7.92396,5.6519,0.167988,0.167988,43.9908,-107.04,-105.346,0.0294973,0.0333357
375705,0.0347561,0.0499188,148.109,81.6795,5.70527,21.2025,134.484,92.859,7.91726,10.9932,7.44837,4.40012,1973.64,-1358.1,-645.939,0.0225835,0.0251471
104807,0.0370943,0.0402876,50.4976,15.7217,0.063118,7.4864,42.5073,18.8538,7.91449,5.0286,0.105852,0.105852,-41.8839,380.377,136.934,0.028323,0.0311372
384490,0.0401638,0.0544873,140.639,79.1587,3.23668,14.8464,129.484,88.5266,7.91279,7.8798,6.35657,2.14743,464.061,1077.74,-1272.08,0.0251779,0.0271415
16948,0.0345485,0.0433436,70.2768,31.1816,5.22936,16.6823,57.1525,37.6086,7.89253,8.4612,12.0691,8.48668,584.096,1241.04,-788.98,0.0270722,0.0301642
369080,0.0392963,0.0489942,187.457,81.8165,3.25138,17.4617,176.303,87.5819,7.89241,8.4995,4.66374,0.509121,1739.12,-1569.93,-1245.82,0.0250385,0.026083
384734,0.0390664,0.0539313,142.416,55.8294,4.20024,18.6102,130.321,62.7135,7.88758,9.8315,5.52687,1.48881,704.814,381.126,1160.65,0.024465,0.0252199
16,0.0117514,0.0114913,104.726,36.5093,0.009904,13.1069,96.8015,39.5326,7.87626,4.9332,0,0,333.924,-603.284,165.523,0.0245242,0.0272992
261407,0.0171612,0.0191518,514.071,214.538,3.84872,50.9261,502.334,219.726,7.85912,5.1907,0.470648,0.116598,2784.66,-1227.49,12780.8,0.0225106,0.0250515
373348,0.0443293,0.0594357,166.197,77.2559,3.91447,26.6909,154.423,84.1966,7.85439,7.285,6.98336,3.03425,-2889.44,37.5225,1669.77,0.0288812,0.0308754
127229,0.0520054,0.0537856,74.4543,35.0073,0.127387,4.6526,66.4682,40.4142,7.85047,7.4494,0.149973,0.149973,184.168,-456.539,-616.651,0.0285318,0.0328586
366317,0.0351916,0.0503468,210.797,89.9183,2.97316,16.8174,199.968,94.8257,7.84839,8.0442,3.14174,1.79077,-1529.13,3803.76,543.917,0.0239763,0.0274061
363871,0.03796,0.0416427,231.564,99.681,0.354896,11.5608,223.349,104.825,7.84684,6.5161,0.0839892,0.0811723,-4324.33,-779.475,-5975.12,0.0251216,0.0278695
391958,0.0380033,0.056512,126.112,64.9888,2.89005,16.358,115.385,71.8524,7.83222,9.2287,3.36426,1.18871,-1497.61,840.822,-200.59,0.0252303,0.0287682
25,0,0,24.3054,9.2236,0,0,16.4838,11.8914,7.82162,4.9722,0,0,-18.6022,-107.087,183.491,0.0284662,0.0319538
332139,0.00990667,0.0101128,241.01,95.4813,0.791453,110.231,232.387,99.137,7.80764,3.7928,0,0,1304.45,1100.03,1065.05,0.0298323,0.0342718
380301,0.0381184,0.0517133,145.735,67.6622,5.37041,16.5652,132.556,75.5969,7.80488,7.3381,10.0777,4.74921,-623.266,1702.13,-625.702,0.0290038,0.0321089
335004,0.0207121,0.0215098,306.38,105.465,1.54549,158.572,296.99,108.336,7.79552,5.7211,0.0932306,0.0932306,2656.53,-264.428,-431.286,0.0231696,0.025513
408152,0.0476575,0.0581903,92.3602,38.2965,0.402639,15.0894,84.172,43.5281,7.781,4.1483,0.367231,0.311137,-492.336,-289.555,-233.325,0.0338624,0.0383789
332999,0.0264688,0.0309863,328.209,109.134,3.0887,95.2594,317.305,111.985,7.78088,8.9345,1.66036,1.46746,3022.33,-7115.86,-154.107,0.020415,0.0221637
93167,0.036325,0.0392305,126.179,39.9161,0.379742,29.5454,117.986,42.4162,7.7754,4.5899,0.23068,0.23068,57.7987,-277.839,50.077,0.0231532,0.0258273
384031,0.0359386,0.0404054,157.489,77.7367,0.942197,58.4578,148.773,83.5227,7.76691,4.4261,0.609393,0.609393,453.42,-468.79,-591.721,0.0299729,0.0333852
348302,0.0461198,0.0495632,147.499,79.74,1.75508,19.2568,137.99,87.1374,7.75452,9.0928,2.86657,2.22222,-8.82519,1424.8,565.308,0.0278675,0.0299606
366685,0.0315626,0.0384412,197.19,101.229,4.09448,15.6645,185.363,108.193,7.7264,9.2549,10.4031,10.0477,-341.506,728.97,-1629.17,0.0221331,0.0244977
301199,0.049482,0.0625789,276.483,105.813,2.60305,91.5673,266.146,109.366,7.72321,6.0479,1.07097,0.866908,2689.6,3852.53,-5153.34,0.0275928,0.0312772
330183,0.0774858,0.091134,83.2398,47.6324,0.119459,114.012,75.4321,55.7859,7.6835,4.6465,0.0088203,0.00481091,-132.605,-71.9666,178.745,0.0338986,0.0378324
361975,0.0271444,0.0347189,208.062,98.1014,1.79926,34.988,198.571,102.661,7.68002,6.5335,1.92887,1.11794,350.887,-464.779,1648.87,0.0257343,0.0294398
390393,0.0402708,0.0468005,126.652,54.0383,5.52828,37.0391,113.447,59.6777,7.67206,5.1932,13.9843,8.49037,565.262,336.555,-70.4301,0.0315035,0.0322752
175439,0.0670171,0.0703765,63.4914,30.2369,0.101306,3.5572,55.713,34.6479,7.66989,6.0252,0.225161,0.225161,642.621,-120.721,68.593,0.0306728,0.035761
397847,0.0446777,0.0725869,111.284,55.602,3.4285,23.8708,100.19,63.4791,7.66192,5.0976,6.35491,2.30284,-0.379994,508.069,-737.12,0.0320756,0.036051
154951,0.031797,0.0410905,97.8367,34.0235,0.690585,12.0624,89.4808,37.2421,7.65222,4.7325,0.275071,0.261321,-444.333,293.162,725.895,0.0282007,0.0326683
349189,0.036176,0.0516333,197.812,103.955,4.31246,22.2989,185.844,111.213,7.65204,6.7332,6.26752,2.01541,-383.57,-687.128,127.523,0.0265088,0.0288371
200654,0.0536723,0.0573064,89.3247,39.988,0.57297,11.1735,81.1122,43.9348,7.63382,5.6399,1.2178,1.21114,785.97,-339.505,-414.149,0.0302309,0.0339761
341801,0.0458369,0.0532824,172.837,85.6016,0.384689,67.3066,164.815,91.3631,7.62791,3.6497,0.264523,0.264523,211.216,-756.981,-998.136,0.0292205,0.0331244
316957,0.0256776,0.0332416,398.199,116.996,2.5734,107.153,387.969,119.837,7.60214,6.922,0.485712,0.353929,-3284.02,2299.31,-228.376,0.0191849,0.0210797
324676,0.0108711,0.0107269,354.108,131.314,0.358112,174.69,346.114,134.576,7.59804,6.292,0.00846531,0.00846531,-2621.08,-993.243,2476.54,0.0217421,0.0237278
152866,0.0382653,0.05418,91.822,37.2613,0.66288,10.3224,83.5446,41.2745,7.5948,4.6073,0.428047,0.299144,-160.099,-20.2326,-136.29,0.0274924,0.0315773
292277,0.033792,0.0446639,332.137,181.161,5.21276,31.0536,319.327,187.623,7.5917,9.4517,5.97577,2.40801,-7500.9,-10187.2,9012.17,0.0233109,0.0252964
30437,0.039622,0.048386,83.1987,40.5255,3.46111,13.564,72.1474,47.8732,7.58843,7.8601,9.5945,7.31192,1544.61,641.4,-132.962,0.0290004,0.0322212
337947,0.0409528,0.043337,230.37,98.3531,2.75197,43.8933,220.019,103.129,7.58755,7.916,2.28899,0.940154,1059.56,-1166.65,-1631.72,0.0248972,0.0268454
17,0,0,104.28,43.0759,0,0,96.6807,46.3515,7.58213,5.5748,0,0,155.253,302.001,611.241,0.0246423,0.0270001
363532,0.035036,0.048318,185.931,95.7824,4.13645,25.9998,174.231,103.078,7.558,5.8312,6.66295,3.19319,-1991.19,-1055.3,-581.678,0.0299185,0.0335203
41106,0.0931411,0.0975666,24.6261,9.3384,0.059564,1.7343,17.0093,11.8642,7.54866,5.0744,0.258895,0.258895,-79.2583,252.442,14.0946,0.032213,0.0381611
345613,0.0380866,0.0527377,237.444,100.127,1.53342,17.6175,228.347,105.137,7.54693,5.6649,0.427629,0.274223,-4436.62,1134.8,-1757.81,0.0251957,0.0288066
379309,0.0283812,0.0361102,132.378,62.8152,8.15807,30.1582,116.672,71.7705,7.54475,9.6877,10.8683,3.40426,608.483,936.807,-1038.56,0.0248232,0.026588
392952,0.0536502,0.0758641,127.758,66.3617,2.44875,29.5644,117.768,72.6607,7.5383,4.8902,5.13397,1.05214,235.418,3.91129,421.455,0.0329073,0.0342787
230994,0.0428709,0.0595305,28.6882,10.0926,1.21351,14.4854,19.9347,11.2827,7.53055,6.1951,1.21894,0.385186,324.105,-265.364,489.073,0.0249247,0.0285561
385916,0.0294988,0.0344384,111.919,52.1621,7.29121,35.4346,97.0978,60.5849,7.52799,11.0307,5.99868,1.4829,-303.918,1442.88,1221.49,0.0246554,0.0240353
272552,0.0137456,0.0132762,223.898,62.0647,0.555633,66.0231,215.764,64.1993,7.52483,3.7568,0.0639409,0.0639409,-409.1,-213.496,15.7718,0.0224203,0.0253313
348189,0.0285161,0.0355346,138.775,81.4685,9.64555,55.9566,121.607,90.5885,7.52158,7.0646,13.5162,7.24852,2219.93,-1454.07,-1225.59,0.0267438,0.0287157
381801,0.0481393,0.0574786,146.764,77.7191,2.90548,43.529,136.335,83.5905,7.51846,4.8761,5.01827,4.50842,2025.55,-1537.16,-463.732,0.0338051,0.0384938
159264,0.0627149,0.071898,62.71,39.826,1.09394,11.5832,54.0967,49.7913,7.51761,4.4228,5.50333,5.19162,-224.406,29.3345,-8.45387,0.0352949,0.0400114
120617,0.0557126,0.0613031,53.8598,30.0421,0.112368,3.6651,46.2337,33.7182,7.49154,9.6368,0.196768,0.196768,-208.936,-85.2467,230.927,0.0229451,0.0255409
317374,0.0341387,0.0383939,372.616,144.811,1.26907,173.6,363.845,147.241,7.47206,6.2865,0.199249,0.199249,-462.031,-2191.8,-3703.39,0.0239698,0.0262257
328561,0.0395102,0.0544467,209.358,93.9589,5.35241,37.5004,196.527,101.185,7.47204,7.6054,6.90017,1.83044,-643.069,68.0052,399.461,0.0283247,0.0300846
409443,0.0426412,0.0480316,77.5629,40.9196,4.47384,28.9383,65.627,49.793,7.46085,5.9519,9.77982,3.46216,306.581,518.041,-191.529,0.0316064,0.0324292
188239,0.0441481,0.0569751,79.443,30.4292,1.45158,11.9388,70.5267,34.7198,7.45886,8.0812,2.36256,1.83503,677.486,-393.848,-1054.02,0.0261712,0.0299568
123778,0,0,29.4353,10.1535,0,0,21.9681,13.8522,7.45001,3.3336,0,0,-7.12177,-68.4499,16.9446,0.0304764,0.0351273
373612,0.0579048,0.0744481,146.32,71.494,1.66993,16.9791,137.199,77.85,7.44324,4.461,2.85753,1.44834,-305.048,1767.88,-1042.8,0.0321279,0.0357787
335970,0.0317077,0.0416032,255.547,145.057,3.18138,137.449,244.915,149.129,7.44133,7.5473,0.661981,0.344189,-1294.58,1609.27,-109.035,0.023673,0.0263944
368528,0.0233943,0.0402144,135.865,64.0999,11.4596,37.3356,116.996,73.0295,7.4065,11.3768,10.5538,0.624975,-1484.99,2021.23,-139.095,0.0237839,0.0238281
392904,0.0423485,0.04604,123.162,58.8246,4.18106,38.7996,111.575,65.4361,7.40228,7.8613,4.79687,1.26161,-735.371,1063.58,-282.414,0.0266332,0.0265787
374803,0.0422146,0.0582882,128.103,72.703,5.47131,25.4861,115.233,81.1226,7.39543,4.7761,11.5014,6.22198,25.5032,1170.54,170.827,0.0299315,0.0335532
51822,0.0575335,0.0646339,30.6031,12.8883,0.540065,4.2675,22.6638,16.1081,7.39304,5.5514,2.74631,2.6915,-458.081,142.474,8.20636,0.0312105,0.0354357
358516,0.0425789,0.0543185,210.173,96.7774,1.09799,15.8516,201.672,101.722,7.3928,6.2213,0.365569,0.306649,-26.2477,1824.6,315.891,0.027649,0.0319638
365907,0.0416959,0.050135,193.973,104.4,2.85499,36.0239,183.719,110.456,7.39014,7.7329,3.59776,3.5221,-327.551,-2066.8,-696.299,0.0264976,0.0301513
255101,0.0299458,0.0341395,152.093,74.2624,5.66411,21.2374,139.042,81.8954,7.38481,10.1395,9.65715,5.80062,1651.84,1468.01,-467.706,0.0235001,0.0250057
360070,0.0332611,0.04338,201.168,96.9016,5.75556,30.324,188.027,103.461,7.3812,8.3287,8.92254,3.98314,41.8293,-1810.93,-456.271,0.0255811,0.0272199
263606,0.0393817,0.0528443,123.759,64.16,5.21332,50.1367,111.165,69.1927,7.37628,5.4744,6.57618,4.3435,1384.01,825.168,-119.524,0.0301131,0.0345233
203461,0.0406122,0.0554697,42.5091,16.014,1.25506,14.8587,33.8882,18.1079,7.35717,6.9745,0.676305,0.479385,-473.057,-376.178,-1035.93,0.0258828,0.0296513
343669,0.035972,0.0445254,212.977,114.679,5.213,39.74,200.413,124.55,7.34576,8.148,4.16714,3.11166,-4142.03,1403.37,80.3948,0.027054,0.029451
389428,0.0370523,0.0585993,124.954,66.1374,5.24928,28.5507,112.374,72.8563,7.32846,8.3326,4.83061,0.985304,998.011,2416.91,-459.25,0.0263051,0.0267431
398470,0.0343285,0.0582362,99.8556,50.1088,7.67025,26.0251,84.8563,60.3106,7.3282,7.9731,12.5183,1.17163,18.7308,927.512,275.546,0.026068,0.0271489
394757,0.0261066,0.0320329,100.392,49.6828,7.98911,32.6682,85.0842,58.7042,7.31739,8.4363,10.751,5.90958,-1613.11,-842.562,-994.366,0.026368,0.0271572
363011,0.0430404,0.05048,200.766,101.866,3.52925,27.8627,189.914,109.028,7.31459,7.164,7.83424,7.64351,-966.935,-672.952,1477.23,0.0257334,0.0282584
363654,0.0313054,0.0413777,187.992,113.191,3.47696,17.4279,177.196,122.269,7.31219,8.0326,6.00257,5.23338,3417.8,1372.73,-177.717,0.0241939,0.0273321
386720,0.0422758,0.0642897,134.688,68.9953,4.19167,19.6902,123.21,77.0511,7.28081,5.2171,4.95887,0.733238,243.41,299.87,1073.3,0.0282439,0.0314722
360217,0.0361933,0.0438296,204.849,103.023,1.81561,28.4959,195.749,108.489,7.27556,7.0764,2.4458,2.10724,1276.39,75.3437,2176.59,0.0258142,0.0299174
205584,0.0351789,0.0424727,91.5601,45.6597,4.15064,17.6015,80.1299,53.5812,7.2754,8.1169,8.79255,6.80433,-1598.89,602.854,430.107,0.0262344,0.0283038
351045,0.0392484,0.0491085,247.117,100.776,4.05466,41.3669,235.784,104.679,7.26736,6.1536,7.59869,6.1696,582.444,-2997.86,738.422,0.0272173,0.031541
378142,0.0501633,0.0584352,167.657,82.9242,1.22423,73.4279,159.165,87.2351,7.26236,5.8865,0.718356,0.508343,1739.45,-181.916,560.03,0.0284255,0.0314771
298936,0.0309775,0.0411699,465.097,112.305,8.28046,102.211,449.543,114.41,7.25955,8.9413,0.835234,0.729282,-1805.37,-1778.66,1380.66,0.0243922,0.0265177
350313,0.039204,0.0511654,159.288,90.1228,2.57472,16.0432,149.46,97.1112,7.24699,5.8917,6.26607,4.82631,-6.1636,-317.267,-434.132,0.0288347,0.0332052
314675,0.0129299,0.0156781,447.704,113.06,1.22827,122.856,439.139,115.399,7.23762,2.6277,0.162411,0.151824,-607.169,621.62,-651.407,0.0213745,0.0234292
382216,0.0377134,0.0486401,156.408,81.698,1.41761,20.2864,147.749,87.5668,7.23518,9.0097,0.389051,0.384649,-766.706,-609.093,3272.44,0.0234181,0.0253443
117348,0,0,15.6002,4.3492,0,0,8.36689,6.6168,7.2333,2.4349,0,0,-19.3903,35.8005,-65.057,0.0263243,0.02843
408163,0.0348651,0.0433137,79.3518,43.3135,5.35859,24.1319,66.7606,53.8996,7.2314,6.4703,10.3514,6.37585,-93.6974,1013.39,-320.333,0.0297934,0.0313223
327738,0.0263728,0.0301376,381.316,114.817,2.75629,139.961,371.294,116.54,7.22222,6.0091,0.0928506,0.092412,2417.69,-995.465,-437.165,0.0204594,0.0223691
73676,0.0406347,0.0409904,31.8067,14.7072,0.005886,1.16,24.5712,18.9742,7.21828,5.4598,0.00409037,0.00409037,-143.311,-147.875,173.941,0.031091,0.0363271
368955,0.0228256,0.0297708,168.318,82.3283,13.1557,39.4514,147.959,93.1618,7.2014,10.1406,13.6464,6.63934,2253.32,559.074,742.084,0.0235952,0.0246159
16957,0,0,40.21,16.6242,0,0,33.0293,19.8187,7.17897,5.2009,0,0,-268.117,71.6729,41.8343,0.0255804,0.028162
398436,0.0308962,0.0403613,101.713,49.7057,6.38428,27.6341,88.1577,59.7013,7.16887,8.2321,9.599,8.00928,1291.41,-456.272,1314.11,0.0264247,0.0278956
318403,0.0410016,0.0506932,126.459,61.0237,4.75479,26.3387,114.537,67.3606,7.16377,6.878,6.58682,2.61481,-218.597,-1354.41,-99.4021,0.0280639,0.0311924
16954,0,0,50.2358,19.2453,0,0,43.0668,22.2474,7.16012,4.377,0,0,-120.806,-339.863,-278.839,0.0296603,0.0342776
385739,0.0443114,0.0637209,158.863,72.9044,1.10659,13.3405,150.594,77.9676,7.15447,6.537,0.711361,0.325361,-531.35,-1268.8,-1447.29,0.0268637,0.0297947
73671,0.0489158,0.0687611,44.6388,22.8264,1.44883,11.2128,36.0283,28.4999,7.15384,5.2458,3.04042,1.98432,-87.0493,-190.121,-222.029,0.0315587,0.0371225
375386,0.02955,0.0362686,137.691,65.8352,7.83049,34.3431,122.705,72.363,7.15102,11.241,11.4507,7.28941,-287.727,-886.039,2100.73,0.0226863,0.0241056
171907,0.0405962,0.0516339,73.6706,28.6036,0.747508,11.5294,65.746,32.4312,7.14876,5.5527,0.293668,0.205543,-175.738,-614.087,-343.446,0.0237573,0.0253169
261408,0.0189004,0.0207106,118.079,44.6575,0.400289,13.2172,110.515,47.6231,7.14315,3.1095,0.162718,0.152066,467.924,-467.504,-32.794,0.0285018,0.0326111
389570,0.0301806,0.0425217,109.848,59.5075,9.82326,55.7291,92.8947,66.9006,7.12942,8.1109,9.35639,0.0788227,-1896.72,85.6201,10.6515,0.0270611,0.0259905
379229,0.0357878,0.0423255,153.127,77.2127,6.49705,23.6604,139.499,84.2879,7.12836,5.3136,18.5791,13.9035,1108.84,-26.573,-530.677,0.0297247,0.0334027
16955,0.0908584,0.0910642,48.9971,21.0234,0.004748,0.8471,41.8552,24.6934,7.12655,5.6725,0.00381381,0.00381381,72.5335,-7.69608,-900.311,0.0257505,0.0287308
386998,0.0453379,0.0634323,150.963,69.1798,1.53004,16.7893,142.302,74.4041,7.12492,4.7905,0.485021,0.276721,-153.801,-286.137,482.771,0.0288306,0.0322624
149091,0.035123,0.041323,39.1449,14.9168,0.212508,5.891,31.7847,17.3144,7.12215,5.2977,0.202809,0.202809,-200.674,-366.583,373.541,0.0260169,0.0295377
356914,0.0368419,0.050268,194.335,111.396,6.46902,22.5713,180.742,120.155,7.12088,8.3065,13.0719,4.30689,-986.696,-157.26,-3160.51,0.0254001,0.0284071
394067,0.0331325,0.0402403,93.2133,49.1891,5.47058,27.915,80.6245,57.8232,7.11689,9.3362,8.5521,5.74218,-698.059,-609.297,512.783,0.0279099,0.0298168
382592,0.0481783,0.0690783,146.527,70.6248,2.5545,16.7469,136.85,76.5829,7.11617,7.0707,2.60218,0.978802,-1198.63,416.077,88.8651,0.026358,0.0297609
342259,0.040873,0.047601,119.432,59.3839,7.80747,27.8042,104.507,71.0511,7.11515,4.8145,17.6085,11.5424,-156.776,-2074.44,3633.81,0.0320506,0.0342301
233088,0.0393447,0.0504323,248.082,92.2419,1.51032,52.052,239.461,94.559,7.09606,7.636,0.46056,0.292693,4915.21,-1339.98,-2167.33,0.0229271,0.0251532
346088,0.0420096,0.0519197,263.163,114.688,1.5024,42.2128,254.563,118.197,7.08512,8.1758,0.398281,0.326762,1688.37,3938.47,3105.61,0.0240018,0.0262997
30436,0.053085,0.0651625,99.1284,45.6516,1.76314,11.1973,90.2961,50.6771,7.06422,5.9203,4.42342,3.27656,-357.587,-699.788,-597.93,0.0291402,0.0309071
356800,0.0319974,0.0399055,191.87,109.121,7.43719,44.6189,177.368,120.362,7.062,8.4435,4.85225,3.88246,2741.8,-1995.56,-104.878,0.0262191,0.0290266
412138,0.0587052,0.0814003,88.3189,47.7499,1.60894,23.9793,79.6466,55.0502,7.06115,4.5664,2.64888,1.44798,-129.71,595.663,64.7791,0.0332455,0.0363341
138415,0,0,14.023,3.7572,0,0,6.97719,5.2079,7.04583,2.4517,0,0,-132.031,-85.2168,33.9073,0.0328774,0.0376669
378943,0.040302,0.0631337,172.777,75.5311,1.83647,12.8986,163.888,80.1394,7.04202,6.7001,2.38357,0.508617,-293.136,87.2454,-610.579,0.0256458,0.0291541
